Date,Open,High,Low,Volume,Close,Adj Close
2010-04-09,5302.399902,5377.450195,5302.25,0,5361.75,5361.75
2010-04-08,5376.299805,5383.649902,5290.25,0,5304.450195,5304.450195
2010-04-07,5365.700195,5399.649902,5345.049805,0,5374.649902,5374.649902
2010-04-06,5369.649902,5388.649902,5351.700195,0,5366,5366
2010-04-05,5291.399902,5377.549805,5291.399902,0,5368.399902,5368.399902
2010-04-01,5249.200195,5298.600098,5249.200195,0,5290.5,5290.5
2010-03-31,5260.399902,5293.899902,5235.149902,0,5249.100098,5249.100098
2010-03-30,5302.950195,5325,5251.350098,0,5262.450195,5262.450195
2010-03-29,5283.899902,5329.549805,5242.149902,0,5302.850098,5302.850098
2010-03-26,5260.549805,5293.75,5260.549805,0,5282,5282
2010-03-25,5225.299805,5267.299805,5202.950195,0,5260.399902,5260.399902
2010-03-23,5205.850098,5243.600098,5193.399902,0,5225.299805,5225.299805
2010-03-22,5260.950195,5260.950195,5187.049805,0,5205.200195,5205.200195
2010-03-19,5246.799805,5269.950195,5237.100098,0,5262.799805,5262.799805
2010-03-18,5232.549805,5255.649902,5214.399902,0,5245.899902,5245.899902
2010-03-17,5198.450195,5260.5,5177.149902,0,5231.899902,5231.899902
2010-03-16,5128.950195,5209.25,5125.700195,0,5198.100098,5198.100098
2010-03-15,5134.450195,5151.049805,5101.200195,0,5128.899902,5128.899902
2010-03-12,5131.799805,5158.100098,5122.100098,0,5137,5137
2010-03-11,5116.350098,5152.600098,5102.100098,0,5133.399902,5133.399902
2010-03-10,5101.600098,5137.399902,5092.049805,0,5116.25,5116.25
2010-03-09,5121.049805,5131.799805,5094.350098,0,5101.5,5101.5
2010-03-08,5092.149902,5147.100098,5092.149902,0,5124,5124
2010-03-05,5080.549805,5118.649902,5068.049805,0,5088.700195,5088.700195
2010-03-04,5096.950195,5096.950195,5049,0,5080.25,5080.25
2010-03-03,5015.799805,5093.25,5015.100098,0,5088.100098,5088.100098
2010-03-02,4935.600098,5029.450195,4935.350098,0,5017,5017
2010-02-26,4858.5,4992,4858.450195,0,4922.299805,4922.299805
2010-02-25,4859,4880.149902,4835.600098,0,4859.75,4859.75
2010-02-24,4869.549805,4880.549805,4834.649902,0,4858.600098,4858.600098
2010-02-23,4856.600098,4884.100098,4833.149902,0,4870.049805,4870.049805
2010-02-22,4849.350098,4912.049805,4845.899902,0,4856.399902,4856.399902
2010-02-19,4887.299805,4887.299805,4805.549805,0,4844.899902,4844.899902
2010-02-18,4915.100098,4922.049805,4873.700195,0,4887.75,4887.75
2010-02-17,4858.649902,4929.700195,4857.600098,0,4914,4914
2010-02-16,4801.799805,4880,4791.350098,0,4855.75,4855.75
2010-02-15,4827.899902,4845.600098,4783.899902,0,4801.950195,4801.950195
2010-02-11,4757.25,4843.799805,4757.25,0,4826.850098,4826.850098
2010-02-10,4793,4826.850098,4748.100098,0,4757.200195,4757.200195
2010-02-09,4760.549805,4810.399902,4739.350098,0,4792.649902,4792.649902
2010-02-08,4755.350098,4799.049805,4675.399902,0,4760.399902,4760.399902
2010-02-05,4819.649902,4827,4692.350098,0,4718.649902,4718.649902
2010-02-04,4931.299805,4931.299805,4832.350098,0,4845.350098,4845.350098
2010-02-03,4831,4949.149902,4831,0,4931.850098,4931.850098
2010-02-02,4907.850098,4951.149902,4814.100098,0,4830.100098,4830.100098
2010-02-01,4882.049805,4918.799805,4827.149902,0,4899.700195,4899.700195
2010-01-29,4866.149902,4893.700195,4766,0,4882.049805,4882.049805
2010-01-28,4863,4929.899902,4824.950195,0,4867.25,4867.25
2010-01-27,5008.5,5008.5,4833.049805,0,4853.100098,4853.100098
2010-01-25,5034.549805,5035.700195,4983.049805,0,5007.899902,5007.899902
2010-01-22,5094.149902,5094.149902,4954.850098,0,5036,5036
2010-01-21,5220.200195,5220.350098,5085.450195,0,5094.149902,5094.149902
2010-01-20,5226.100098,5256.700195,5201.399902,0,5221.700195,5221.700195
2010-01-19,5274.200195,5287.799805,5218.649902,0,5225.649902,5225.649902
2010-01-18,5253.649902,5292.5,5228.950195,0,5274.850098,5274.850098
2010-01-15,5259.899902,5279.850098,5242.450195,0,5252.200195,5252.200195
2010-01-14,5234.5,5272.850098,5232.5,0,5259.899902,5259.899902
2010-01-13,5212.600098,5239.200195,5169.549805,0,5233.950195,5233.950195
2010-01-12,5251.100098,5300.5,5200.950195,0,5210.399902,5210.399902
2010-01-11,5263.799805,5287.200195,5227.799805,0,5249.399902,5249.399902
2010-01-08,5264.25,5276.75,5234.700195,0,5244.75,5244.75
2010-01-07,5281.799805,5302.549805,5244.75,0,5263.100098,5263.100098
2010-01-06,5278.149902,5310.850098,5260.049805,0,5281.799805,5281.799805
2010-01-05,5277.149902,5288.350098,5242.399902,0,5277.899902,5277.899902
2010-01-04,5200.899902,5238.450195,5167.100098,0,5232.200195,5232.200195
2009-12-31,5171.200195,5221.850098,5168.75,0,5201.049805,5201.049805
2009-12-30,5188.75,5197.049805,5160.100098,0,5169.450195,5169.450195
2009-12-29,5180.75,5214.600098,5175.850098,0,5187.950195,5187.950195
2009-12-24,5144.799805,5197.899902,5129.049805,0,5178.399902,5178.399902
2009-12-23,4990.049805,5150.600098,4990.049805,0,5144.600098,5144.600098
2009-12-22,4953.350098,4997.299805,4953.350098,0,4985.850098,4985.850098
2009-12-21,4983.649902,4997.850098,4943.950195,0,4952.600098,4952.600098
2009-12-18,5042,5043.399902,4979.049805,0,4987.700195,4987.700195
2009-12-17,5046.649902,5064.200195,5013.149902,0,5041.75,5041.75
2009-12-16,5032.950195,5067.25,5001.799805,0,5042.049805,5042.049805
2009-12-15,5105.75,5129.450195,5018.25,0,5033.049805,5033.049805
2009-12-14,5117.450195,5156.700195,5090.149902,0,5105.700195,5105.700195
2009-12-11,5136.049805,5182.549805,5088.399902,0,5117.299805,5117.299805
2009-12-10,5112.399902,5146.450195,5084.649902,0,5134.649902,5134.649902
2009-12-09,5147.649902,5147.649902,5090.600098,0,5112,5112
2009-12-08,5068.549805,5152.549805,5058.899902,0,5147.950195,5147.950195
2009-12-07,5108.850098,5131.299805,5051.549805,0,5066.700195,5066.700195
2009-12-04,5131.700195,5161.799805,5081.850098,0,5108.899902,5108.899902
2009-12-03,5124.549805,5181,5106.600098,0,5131.700195,5131.700195
2009-12-02,5122.75,5161.75,5111.75,0,5123.25,5123.25
2009-12-01,5039.700195,5130.350098,5038.850098,0,5122,5122
2009-11-30,4942.25,5066.350098,4942.25,0,5032.700195,5032.700195
2009-11-27,5005.049805,5005.049805,4806.700195,0,4941.75,4941.75
2009-11-26,5116.450195,5116.450195,4986.049805,0,5005.549805,5005.549805
2009-11-25,5091.549805,5138,5078.350098,0,5108.149902,5108.149902
2009-11-24,5105,5112.850098,5053.5,0,5090.549805,5090.549805
2009-11-23,5052.950195,5113.100098,5052.100098,0,5103.549805,5103.549805
2009-11-20,4988.75,5063.299805,4932.799805,0,5052.450195,5052.450195
2009-11-19,5043.950195,5053.450195,4963.700195,0,4989,4989
2009-11-18,5061.5,5079.299805,5041.649902,0,5054.700195,5054.700195
2009-11-17,5058.950195,5074,5010.149902,0,5062.25,5062.25
2009-11-16,4996.5,5073.200195,4994,0,5058.049805,5058.049805
2009-11-13,4952.350098,5017.899902,4942.649902,0,4998.950195,4998.950195
2009-11-12,5004.399902,5014.399902,4924.75,0,4952.649902,4952.649902
2009-11-11,4882.299805,5016.700195,4870.049805,0,5003.950195,5003.950195
2009-11-10,4898.899902,4947.700195,4860.100098,0,4881.700195,4881.700195
2009-11-09,4796.149902,4905.25,4789.899902,0,4898.399902,4898.399902
2009-11-06,4767.5,4836.200195,4764.850098,0,4796.149902,4796.149902
2009-11-05,4711.649902,4776.350098,4610.600098,0,4765.549805,4765.549805
2009-11-04,4567.299805,4717.799805,4565,0,4710.799805,4710.799805
2009-11-03,4712.25,4729.850098,4538.5,0,4563.899902,4563.899902
2009-10-30,4751.100098,4853.649902,4687.5,0,4711.700195,4711.700195
2009-10-29,4826.100098,4826.100098,4738.399902,0,4750.549805,4750.549805
2009-10-28,4846.549805,4867,4784.100098,0,4826.149902,4826.149902
2009-10-27,4970.549805,4970.549805,4829.5,0,4846.700195,4846.700195
2009-10-26,4997.149902,5033.75,4961.350098,0,4970.899902,4970.899902
2009-10-23,4986.549805,5054.950195,4983.25,0,4997.049805,4997.049805
2009-10-22,5063.350098,5064.25,4968.450195,0,4988.600098,4988.600098
2009-10-21,5114.850098,5117.450195,5051.649902,0,5063.600098,5063.600098
2009-10-20,5145.600098,5181.950195,5102.649902,0,5114.450195,5114.450195
2009-10-16,5108.649902,5149.649902,5093.200195,0,5142.149902,5142.149902
2009-10-15,5118.549805,5152.25,5077.100098,0,5108.850098,5108.850098
2009-10-14,5054.350098,5127.399902,5054.350098,0,5118.200195,5118.200195
2009-10-12,4945.450195,5068.049805,4945.450195,0,5054.25,5054.25
2009-10-09,4993,5032.600098,4934.549805,0,4945.200195,4945.200195
2009-10-08,5011.25,5035.100098,4980.700195,0,5002.25,5002.25
2009-10-07,5031.700195,5077,4972.950195,0,4985.75,4985.75
2009-10-06,5003.649902,5034.700195,4921.049805,0,5027.399902,5027.399902
2009-10-05,5076.049805,5076.049805,4991.950195,0,5003.200195,5003.200195
2009-10-01,5087.200195,5110.5,5057.049805,0,5083.399902,5083.399902
2009-09-30,5007.649902,5087.600098,5004.350098,0,5083.950195,5083.950195
2009-09-29,4959.149902,5020.25,4959.100098,0,5006.850098,5006.850098
2009-09-25,4985.100098,4994.350098,4931.25,0,4958.950195,4958.950195
2009-09-24,4977.149902,5016.700195,4904.049805,0,4986.549805,4986.549805
2009-09-23,5019.950195,5030.75,4957.049805,0,4969.950195,4969.950195
2009-09-22,4977.100098,5036.299805,4977.100098,0,5020.200195,5020.200195
2009-09-18,4963.950195,4980.850098,4931.899902,0,4976.049805,4976.049805
2009-09-17,4958.549805,5003.049805,4944.149902,0,4965.549805,4965.549805
2009-09-16,4894.649902,4966.299805,4894.649902,0,4958.399902,4958.399902
2009-09-15,4808.350098,4899.450195,4808.350098,0,4892.100098,4892.100098
2009-09-14,4830.350098,4832.25,4786.25,0,4808.600098,4808.600098
2009-09-11,4819.399902,4856.149902,4791.549805,0,4829.549805,4829.549805
2009-09-10,4814.350098,4889.049805,4807.899902,0,4819.399902,4819.399902
2009-09-09,4804.899902,4825.049805,4783.5,0,4814.25,4814.25
2009-09-08,4782.850098,4842.200195,4782.649902,0,4805.25,4805.25
2009-09-07,4682.399902,4790,4679.299805,0,4782.899902,4782.899902
2009-09-04,4608.700195,4697.200195,4580.350098,0,4680.399902,4680.399902
2009-09-03,4608.75,4647.350098,4581.049805,0,4593.549805,4593.549805
2009-09-02,4624,4650.450195,4576.600098,0,4608.350098,4608.350098
2009-09-01,4662.200195,4735.899902,4600.649902,0,4625.350098,4625.350098
2009-08-31,4730.850098,4730.850098,4635,0,4662.100098,4662.100098
2009-08-28,4688.399902,4743.75,4651.399902,0,4732.350098,4732.350098
2009-08-27,4679,4707.899902,4645.149902,0,4688.200195,4688.200195
2009-08-26,4659.450195,4697.799805,4659.100098,0,4680.850098,4680.850098
2009-08-25,4641.649902,4672.899902,4582.5,0,4659.350098,4659.350098
2009-08-24,4536.950195,4656.299805,4536.950195,0,4642.799805,4642.799805
2009-08-21,4453.450195,4538.700195,4400.899902,0,4528.799805,4528.799805
2009-08-20,4394.350098,4492.799805,4394.350098,0,4453.450195,4453.450195
2009-08-19,4457.75,4477.549805,4353.450195,0,4394.100098,4394.100098
2009-08-18,4389.5,4491.450195,4372.649902,0,4458.899902,4458.899902
2009-08-17,4578.799805,4578.799805,4374.600098,0,4387.899902,4387.899902
2009-08-14,4605.149902,4619,4559.350098,0,4580.049805,4580.049805
2009-08-13,4458.549805,4614.149902,4458.549805,0,4605,4605
2009-08-12,4473.799805,4473.799805,4359.399902,0,4457.5,4457.5
2009-08-11,4435,4510.799805,4398.899902,0,4471.350098,4471.350098
2009-08-10,4486.5,4562.5,4399.850098,0,4437.649902,4437.649902
2009-08-07,4591.899902,4591.899902,4463.950195,0,4481.399902,4481.399902
2009-08-06,4694.350098,4718.149902,4559.200195,0,4585.5,4585.5
2009-08-05,4680.950195,4717.200195,4629.850098,0,4694.149902,4694.149902
2009-08-04,4706.25,4731.450195,4642.600098,0,4680.5,4680.5
2009-08-03,4633.799805,4723.75,4617.75,0,4711.399902,4711.399902
2009-07-31,4571.600098,4669.75,4571.600098,0,4636.450195,4636.450195
2009-07-30,4513.100098,4582.350098,4474.5,0,4571.450195,4571.450195
2009-07-29,4565.799805,4573.850098,4420.799805,0,4513.5,4513.5
2009-07-28,4572.799805,4599.899902,4529.149902,0,4564.100098,4564.100098
2009-07-27,4568.649902,4596.75,4528.5,0,4572.299805,4572.299805
2009-07-24,4524.799805,4578.75,4504.850098,0,4568.549805,4568.549805
2009-07-23,4409.700195,4532.399902,4405.950195,0,4523.75,4523.75
2009-07-22,4469.299805,4557.950195,4380.450195,0,4398.899902,4398.899902
2009-07-21,4501.5,4524,4436.600098,0,4469.100098,4469.100098
2009-07-20,4377.899902,4510.299805,4377.899902,0,4502.25,4502.25
2009-07-17,4231.450195,4390.399902,4230.149902,0,4374.950195,4374.950195
2009-07-16,4223.5,4305,4205.5,0,4231.399902,4231.399902
2009-07-15,4120.799805,4249.549805,4118.75,0,4233.5,4233.5
2009-07-14,3974.100098,4128.899902,3974.100098,0,4111.399902,4111.399902
2009-07-13,4003.399902,4003.399902,3918.75,0,3974.050049,3974.050049
2009-07-10,4081.399902,4129.950195,3976.800049,0,4003.899902,4003.899902
2009-07-09,4078.75,4114.899902,4039.850098,0,4080.949951,4080.949951
2009-07-08,4201.850098,4201.850098,4061.100098,0,4078.899902,4078.899902
2009-07-07,4166,4231.799805,4155.5,0,4202.149902,4202.149902
2009-07-06,4429.600098,4479.799805,4133.700195,0,4165.700195,4165.700195
2009-07-03,4347.299805,4434.450195,4298.950195,0,4424.25,4424.25
2009-07-02,4373.5,4383.649902,4288.75,0,4348.850098,4348.850098
2009-07-01,4292.299805,4362.299805,4249.700195,0,4340.899902,4340.899902
2009-06-30,4391.5,4426.75,4267.350098,0,4291.100098,4291.100098
2009-06-29,4375.399902,4439.950195,4350.899902,0,4390.950195,4390.950195
2009-06-26,4243.950195,4383.75,4243.950195,0,4375.5,4375.5
2009-06-25,4293.850098,4337.950195,4221.149902,0,4241.850098,4241.850098
2009-06-24,4247.299805,4307,4218.25,0,4292.950195,4292.950195
2009-06-23,4223.299805,4267.450195,4143.25,0,4247,4247
2009-06-22,4314.200195,4352.25,4221.899902,0,4235.25,4235.25
2009-06-19,4251.100098,4326.200195,4206.700195,0,4313.600098,4313.600098
2009-06-18,4352.950195,4375.299805,4222.149902,0,4251.399902,4251.399902
2009-06-17,4515.350098,4517.799805,4332.799805,0,4356.149902,4356.149902
2009-06-16,4478.100098,4537.950195,4405.950195,0,4517.799805,4517.799805
2009-06-15,4584.649902,4601.049805,4469.600098,0,4484,4484
2009-06-12,4637.549805,4693.200195,4566.149902,0,4583.399902,4583.399902
2009-06-11,4657.399902,4679.549805,4586.149902,0,4637.700195,4637.700195
2009-06-10,4551.700195,4688.950195,4551.700195,0,4655.25,4655.25
2009-06-09,4427.75,4562.450195,4365.100098,0,4550.950195,4550.950195
2009-06-08,4582.350098,4611.399902,4404.649902,0,4429.899902,4429.899902
2009-06-05,4573.299805,4636.850098,4561.950195,0,4586.899902,4586.899902
2009-06-04,4530.299805,4582.200195,4453.450195,0,4572.649902,4572.649902
2009-06-03,4525.5,4574.899902,4478.600098,0,4530.700195,4530.700195
2009-06-02,4530.450195,4586.399902,4451.299805,0,4525.25,4525.25
2009-06-01,4450.399902,4545.399902,4450.399902,0,4529.899902,4529.899902
2009-05-29,4340.75,4488.049805,4340.75,0,4448.950195,4448.950195
2009-05-28,4276.149902,4354.850098,4254.850098,0,4337.100098,4337.100098
2009-05-27,4117.299805,4286.450195,4115.25,0,4276.049805,4276.049805
2009-05-26,4239.549805,4256.049805,4092.25,0,4116.700195,4116.700195
2009-05-25,4238.100098,4270.049805,4205.100098,0,4237.549805,4237.549805
2009-05-22,4211.850098,4249.5,4155.850098,0,4238.5,4238.5
2009-05-21,4270.350098,4319,4199.200195,0,4210.899902,4210.899902
2009-05-20,4318.75,4362.850098,4244.700195,0,4270.299805,4270.299805
2009-05-19,4324.950195,4509.399902,4167.649902,0,4318.450195,4318.450195
2009-05-18,3673.149902,4384.299805,3673.149902,0,4323.149902,4323.149902
2009-05-15,3597.850098,3686.25,3597.850098,0,3671.649902,3671.649902
2009-05-14,3631.899902,3631.899902,3537.600098,0,3593.449951,3593.449951
2009-05-13,3668.75,3709.600098,3610.199951,0,3635.25,3635.25
2009-05-12,3554.649902,3691.649902,3534.199951,0,3681.100098,3681.100098
2009-05-11,3615.75,3660.199951,3534.550049,0,3554.600098,3554.600098
2009-05-08,3681.800049,3711.25,3582.850098,0,3620.699951,3620.699951
2009-05-07,3617.149902,3692.050049,3617.149902,0,3683.899902,3683.899902
2009-05-06,3662,3717.050049,3608.649902,0,3625.050049,3625.050049
2009-05-05,3664.5,3682.199951,3618.75,0,3661.899902,3661.899902
2009-05-04,3478.699951,3664.5,3478.699951,0,3654,3654
2009-04-29,3371.649902,3486.399902,3366.699951,0,3473.949951,3473.949951
2009-04-28,3469.5,3471.949951,3351.5,0,3362.350098,3362.350098
2009-04-27,3481.300049,3517.25,3435.300049,0,3470,3470
2009-04-24,3423.600098,3491.350098,3402.899902,0,3480.75,3480.75
2009-04-23,3330.5,3439.899902,3310.5,0,3423.699951,3423.699951
2009-04-22,3364.600098,3401.100098,3296.899902,0,3330.300049,3330.300049
2009-04-21,3376.850098,3414.699951,3309.350098,0,3365.300049,3365.300049
2009-04-20,3384.75,3441.100098,3339.449951,0,3377.100098,3377.100098
2009-04-17,3369.5,3489.850098,3359.25,0,3384.399902,3384.399902
2009-04-16,3484.350098,3511.25,3354.199951,0,3369.5,3369.5
2009-04-15,3381.449951,3497.550049,3311.800049,0,3484.149902,3484.149902
2009-04-13,3342.199951,3417.800049,3334.149902,0,3382.600098,3382.600098
2009-04-09,3346,3401.149902,3307.050049,0,3342.050049,3342.050049
2009-04-08,3255.350098,3357.050049,3149.25,0,3342.949951,3342.949951
2009-04-06,3211.350098,3303.899902,3211.350098,0,3256.600098,3256.600098
2009-04-02,3061.050049,3228.75,3061.050049,0,3211.050049,3211.050049
2009-04-01,3023.850098,3069.300049,2965.699951,0,3060.350098,3060.350098
2009-03-31,2981.699951,3054.300049,2966.399902,0,3020.949951,3020.949951
2009-03-30,3108.75,3110.199951,2962.399902,0,2978.149902,2978.149902
2009-03-27,3079.399902,3123.350098,3055.899902,0,3108.649902,3108.649902
2009-03-26,2982.25,3103.350098,2982.25,0,3082.25,3082.25
2009-03-25,2938.800049,2996.5,2923.300049,0,2984.350098,2984.350098
2009-03-24,2923.800049,3017.399902,2914.5,0,2938.699951,2938.699951
2009-03-23,2807.25,2949.75,2807.25,0,2939.899902,2939.899902
2009-03-20,2807.350098,2816.100098,2773.649902,0,2807.050049,2807.050049
2009-03-19,2797.050049,2822.25,2771.350098,0,2807.149902,2807.149902
2009-03-18,2757.649902,2836.050049,2752.25,0,2794.699951,2794.699951
2009-03-17,2776.350098,2805.600098,2738.699951,0,2757.449951,2757.449951
2009-03-16,2716.050049,2781.949951,2701.949951,0,2777.25,2777.25
2009-03-13,2616.600098,2726.149902,2616.600098,0,2719.25,2719.25
2009-03-12,2574.5,2646.100098,2574.5,0,2617.449951,2617.449951
2009-03-09,2620.100098,2621.25,2555.600098,0,2573.149902,2573.149902
2009-03-06,2576.75,2628.100098,2539.449951,0,2620.149902,2620.149902
2009-03-05,2645.899902,2663.899902,2564.100098,0,2576.699951,2576.699951
2009-03-04,2611.949951,2655.699951,2611.949951,0,2645.199951,2645.199951
2009-03-03,2672.149902,2688.5,2611.550049,0,2622.399902,2622.399902
2009-03-02,2764.600098,2764.600098,2659.550049,0,2674.600098,2674.600098
2009-02-27,2785.699951,2787.199951,2708.449951,0,2763.649902,2763.649902
2009-02-26,2762.199951,2797.800049,2731.899902,0,2785.649902,2785.649902
2009-02-25,2733.449951,2789.350098,2733.449951,0,2762.5,2762.5
2009-02-24,2737.25,2746.199951,2677.550049,0,2733.899902,2733.899902
2009-02-20,2789.300049,2789.300049,2709.300049,0,2736.449951,2736.449951
2009-02-19,2776.699951,2802.149902,2767.600098,0,2789.350098,2789.350098
2009-02-18,2755.149902,2806.5,2736.649902,0,2776.149902,2776.149902
2009-02-17,2853.850098,2854.649902,2757.300049,0,2770.5,2770.5
2009-02-16,2948.25,2953.199951,2839.100098,0,2848.5,2848.5
2009-02-13,2896.949951,2969.75,2896.850098,0,2948.350098,2948.350098
2009-02-12,2927.399902,2939,2886.550049,0,2893.050049,2893.050049
2009-02-11,2933,2937.5,2877.600098,0,2925.699951,2925.699951
2009-02-10,2919.699951,2957.399902,2891.75,0,2934.5,2934.5
2009-02-09,2843.050049,2926.75,2840.149902,0,2919.899902,2919.899902
2009-02-06,2779.350098,2852.5,2778.649902,0,2843.100098,2843.100098
2009-02-05,2802.75,2816.800049,2754.850098,0,2780.050049,2780.050049
2009-02-04,2780.699951,2842.199951,2780.699951,0,2803.050049,2803.050049
2009-02-03,2773.5,2831.699951,2752.899902,0,2783.899902,2783.899902
2009-02-02,2872.350098,2873.449951,2760.699951,0,2766.649902,2766.649902
2009-01-30,2824.050049,2881,2774.100098,0,2874.800049,2874.800049
2009-01-29,2849.350098,2873.850098,2795.350098,0,2823.949951,2823.949951
2009-01-28,2771.100098,2855.399902,2765.600098,0,2849.5,2849.5
2009-01-27,2686.050049,2777.300049,2685.25,0,2771.350098,2771.350098
2009-01-23,2705.449951,2765.550049,2661.649902,0,2678.550049,2678.550049
2009-01-22,2714.699951,2744.850098,2681.399902,0,2713.800049,2713.800049
2009-01-21,2777.399902,2787.300049,2690.199951,0,2706.149902,2706.149902
2009-01-20,2842.899902,2842.899902,2758,0,2796.600098,2796.600098
2009-01-19,2828.699951,2868.199951,2819.899902,0,2846.199951,2846.199951
2009-01-16,2737,2835.649902,2724.199951,0,2828.449951,2828.449951
2009-01-15,2832.300049,2832.300049,2701.75,0,2736.699951,2736.699951
2009-01-14,2748.399902,2853.25,2748.399902,0,2835.300049,2835.300049
2009-01-13,2775,2802.600098,2720.800049,0,2744.949951,2744.949951
2009-01-12,2868.850098,2869.199951,2748.550049,0,2773.100098,2773.100098
2009-01-09,2919.949951,2929.850098,2810.25,0,2873,2873
2009-01-07,3112.800049,3147.199951,2888.199951,0,2920.399902,2920.399902
2009-01-06,3121.5,3141.800049,3056.100098,0,3112.800049,3112.800049
2009-01-05,3058.75,3131.949951,3056.449951,0,3121.449951,3121.449951
2009-01-02,3034.600098,3079.850098,3021.800049,0,3046.75,3046.75
2009-01-01,2963.300049,3039.25,2963.300049,0,3033.449951,3033.449951
2008-12-31,2979.800049,3002.649902,2937.350098,0,2959.149902,2959.149902
2008-12-30,2922.550049,2999.149902,2899.75,0,2979.5,2979.5
2008-12-29,2857.149902,2931.800049,2812.899902,0,2922.199951,2922.199951
2008-12-26,2919.850098,2960.949951,2844.800049,0,2857.25,2857.25
2008-12-24,2967.399902,2968,2900.449951,0,2916.850098,2916.850098
2008-12-23,3039.25,3040,2957.050049,0,2968.649902,2968.649902
2008-12-22,3077.25,3110.449951,3027.800049,0,3039.300049,3039.300049
2008-12-19,3063,3106.800049,3036.300049,0,3077.5,3077.5
2008-12-18,2955.350098,3072.550049,2922.649902,0,3060.75,3060.75
2008-12-17,3040.449951,3076.199951,2943.5,0,2954.350098,2954.350098
2008-12-16,2983.600098,3052.550049,2963.300049,0,3041.75,3041.75
2008-12-15,2917.899902,3012.100098,2917.899902,0,2981.199951,2981.199951
2008-12-12,2915.350098,2936.800049,2812.550049,0,2921.350098,2921.350098
2008-12-11,2934.050049,2945.300049,2861.550049,0,2920.149902,2920.149902
2008-12-10,2785.699951,2940.149902,2785.699951,0,2928.25,2928.25
2008-12-08,2714.699951,2861.550049,2714.699951,0,2784,2784
2008-12-05,2786.649902,2821.149902,2701.350098,0,2714.399902,2714.399902
2008-12-04,2656.5,2793.800049,2646.350098,0,2788,2788
2008-12-03,2657.5,2693.649902,2611.949951,0,2656.449951,2656.449951
2008-12-02,2672.899902,2672.899902,2570.699951,0,2657.800049,2657.800049
2008-12-01,2755.149902,2832.850098,2669.5,0,2682.899902,2682.899902
2008-11-28,2745.699951,2779,2690.300049,0,2755.100098,2755.100098
2008-11-26,2652.449951,2762.600098,2643.350098,0,2752.25,2752.25
2008-11-25,2708.300049,2790.699951,2638.199951,0,2654,2654
2008-11-24,2690.850098,2740.350098,2633.800049,0,2708.25,2708.25
2008-11-21,2553.600098,2718.600098,2539.800049,0,2693.449951,2693.449951
2008-11-20,2634.199951,2634.199951,2502.899902,0,2553.149902,2553.149902
2008-11-19,2682.75,2772.399902,2617.899902,0,2635,2635
2008-11-18,2802.449951,2802.449951,2664.300049,0,2683.149902,2683.149902
2008-11-17,2813.399902,2835.699951,2694.5,0,2799.550049,2799.550049
2008-11-14,2848,2938.800049,2778.800049,0,2810.350098,2810.350098
2008-11-12,2937.899902,2975.199951,2794.949951,0,2848.449951,2848.449951
2008-11-11,3147.199951,3147.199951,2919.449951,0,2938.649902,2938.649902
2008-11-10,2973.300049,3161.25,2973.300049,0,3148.25,3148.25
2008-11-07,2893.25,3010,2860.100098,0,2973,2973
2008-11-06,2998.449951,3007.800049,2860.25,0,2892.649902,2892.649902
2008-11-05,3155.75,3240.550049,2971,0,2994.949951,2994.949951
2008-11-04,3050.25,3152.300049,2985,0,3142.100098,3142.100098
2008-11-03,2885.399902,3062.050049,2885.399902,0,3043.850098,3043.850098
2008-10-31,2696.300049,2921.350098,2696.300049,0,2885.600098,2885.600098
2008-10-29,2685.300049,2781.25,2631.899902,0,2697.050049,2697.050049
2008-10-28,2526.199951,2695.949951,2526.199951,0,2684.600098,2684.600098
2008-10-27,2583.75,2585.300049,2252.75,0,2524.199951,2524.199951
2008-10-24,2936.25,2936.25,2525.050049,0,2584,2584
2008-10-23,3064.800049,3085.100098,2917.149902,0,2943.149902,2943.149902
2008-10-22,3234.699951,3235.75,3051.800049,0,3065.149902,3065.149902
2008-10-21,3125.399902,3254.850098,3117.350098,0,3234.899902,3234.899902
2008-10-20,3108.199951,3238.399902,3058.949951,0,3122.800049,3122.800049
2008-10-17,3269.050049,3335.949951,3046.600098,0,3074.350098,3074.350098
2008-10-16,3333.850098,3333.850098,3099.899902,0,3269.300049,3269.300049
2008-10-15,3517.899902,3518.5,3324.550049,0,3338.399902,3338.399902
2008-10-14,3494.100098,3648.25,3491.5,0,3518.649902,3518.649902
2008-10-13,3272.899902,3510.199951,3272.899902,0,3490.699951,3490.699951
2008-10-10,3502.050049,3502.050049,3198.949951,0,3279.949951,3279.949951
2008-10-08,3604.399902,3604.399902,3329.449951,0,3513.649902,3513.649902
2008-10-07,3606.949951,3732.649902,3537,0,3606.600098,3606.600098
2008-10-06,3817.300049,3820.850098,3581.600098,0,3602.350098,3602.350098
2008-10-03,3953.550049,3969.550049,3804.850098,0,3818.300049,3818.300049
2008-10-01,3921.850098,4000.5,3861.25,0,3950.75,3950.75
2008-09-30,3848.699951,3966.850098,3715.050049,0,3921.199951,3921.199951
2008-09-29,3990.199951,3997.550049,3777.300049,0,3850.050049,3850.050049
2008-09-26,4108.75,4110.700195,3970.350098,0,3985.25,3985.25
2008-09-25,4162.149902,4172.600098,4077.5,0,4110.549805,4110.549805
2008-09-24,4125.75,4207.950195,4115.850098,0,4161.25,4161.25
2008-09-23,4223.899902,4224.700195,4117.899902,0,4126.899902,4126.899902
